,Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1254,1255,60,RL,60.0,6931,Reg,Lvl,Inside,Edwards,Norm,1Fam,2Story,7,5,2003,2004,Gable,VinylSd,VinylSd,Stone,92.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,746,746,Ex,SBrkr,760,896,1656,0,2,1,3,Gd,7,1,Gd,BuiltIn,2003.0,Fin,2,397,TA,Y,178,128,0,0,,7,2008,WD,Normal,165400
1255,1256,50,RM,52.0,6240,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,LwQ,425,Unf,0,459,884,TA,FuseA,959,408,1367,0,1,0,3,TA,6,1,Gd,Detchd,1978.0,Unf,1,560,TA,Y,0,0,0,120,,11,2007,WD,Normal,127500
1256,1257,20,RL,91.0,14303,IR1,Lvl,Corner,NoRidge,Norm,1Fam,1Story,8,5,1994,1994,Hip,HdBoard,HdBoard,BrkFace,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1314,Unf,0,672,1986,Ex,SBrkr,1987,0,1987,1,2,0,2,Gd,7,1,TA,Attchd,1994.0,Fin,2,691,TA,Y,262,36,0,0,,8,2008,WD,Normal,301500
1257,1258,30,RL,56.0,4060,Reg,Lvl,Corner,Edwards,Feedr,1Fam,1Story,5,8,1922,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,0,864,864,Ex,SBrkr,864,0,864,0,1,0,2,TA,4,0,,,,,0,0,,Y,0,96,0,0,,7,2009,WD,Normal,99900
1258,1259,80,RL,59.0,9587,IR1,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,5,2005,2005,Gable,VinylSd,VinylSd,Stone,182.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,655,Unf,0,201,856,Ex,SBrkr,1166,0,1166,1,2,0,2,Gd,5,0,,Attchd,2005.0,Fin,2,400,TA,Y,212,0,0,0,,7,2008,WD,Normal,190000
1259,1260,20,RL,65.0,9750,Reg,Lvl,FR2,NAmes,Norm,1Fam,1Story,6,8,1969,1969,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,602,LwQ,438,14,1054,Gd,SBrkr,1054,0,1054,1,1,1,3,TA,6,0,,Attchd,1969.0,Unf,2,460,TA,Y,180,0,0,80,,7,2008,WD,Normal,151000
1260,1261,60,RL,,24682,IR3,Lvl,CulDSac,Gilbert,RRAn,1Fam,2Story,6,5,1999,1999,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,841,841,Ex,SBrkr,892,783,1675,0,2,1,3,TA,7,1,TA,BuiltIn,1999.0,Fin,2,502,TA,Y,0,103,0,0,,6,2009,WD,Normal,181000
1261,1262,20,RL,80.0,9600,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1956,1956,Hip,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,504,Unf,0,546,1050,Gd,SBrkr,1050,0,1050,0,1,0,2,TA,5,0,,Attchd,1956.0,Unf,1,338,TA,Y,0,0,0,0,,6,2009,WD,Normal,128900
1262,1263,50,RL,,11250,Reg,Lvl,Inside,ClearCr,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,1104,1104,Ex,FuseA,1104,684,1788,1,1,0,5,TA,8,2,TA,Attchd,1957.0,Unf,1,304,TA,Y,120,0,0,0,,11,2009,WD,Normal,161500
1263,1264,70,RL,60.0,13515,Reg,Lvl,Inside,BrkSide,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,764,764,Ex,FuseA,1060,764,1824,0,1,0,3,TA,8,1,Gd,Detchd,1940.0,Unf,2,520,TA,N,0,0,126,0,GdPrv,7,2007,WD,Normal,180500
1264,1265,120,RH,34.0,4060,Reg,Lvl,Inside,NAmes,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,266,Unf,0,1139,1405,Ex,SBrkr,1337,0,1337,1,2,0,2,Gd,5,0,,Attchd,1998.0,Fin,2,511,TA,Y,144,68,0,0,,8,2008,COD,Abnorml,181000
1265,1266,160,FV,35.0,3735,Reg,Lvl,FR3,Somerst,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,MetalSd,MetalSd,BrkFace,218.0,Gd,TA,PConc,Gd,TA,No,GLQ,450,Unf,0,241,691,Ex,SBrkr,713,739,1452,1,2,1,3,Gd,6,0,,Detchd,1999.0,Unf,2,506,TA,Y,0,34,0,0,,3,2006,WD,Normal,183900
1266,1267,190,RM,60.0,10120,IR1,Bnk,Inside,OldTown,Feedr,2fmCon,2.5Unf,7,4,1910,1950,Hip,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,0,925,925,TA,FuseF,964,925,1889,0,1,1,4,TA,9,1,Gd,Detchd,1960.0,Unf,1,308,TA,N,0,0,264,0,MnPrv,1,2007,WD,Normal,122000
1267,1268,20,RL,89.0,13214,IR1,HLS,Inside,Timber,Norm,1Fam,1Story,9,5,2008,2009,Hip,Stucco,CmentBd,None,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,2002,2002,Ex,SBrkr,2018,0,2018,0,2,0,3,Ex,10,1,Gd,Attchd,2009.0,Fin,3,746,TA,Y,144,76,0,0,,5,2010,WD,Normal,378500
1268,1269,50,RL,,14100,IR1,Lvl,Inside,Crawfor,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,Stucco,Stucco,BrkFace,632.0,TA,Gd,CBlock,TA,TA,Mn,Rec,192,Unf,0,536,728,Ex,SBrkr,1968,1479,3447,0,3,1,4,Gd,11,2,Gd,BuiltIn,1982.0,Unf,3,1014,TA,Y,314,12,0,0,GdWo,5,2008,WD,Normal,381000
1269,1270,50,RL,78.0,11344,Reg,Lvl,Inside,NAmes,Feedr,1Fam,1.5Fin,5,5,1958,1958,Gable,MetalSd,MetalSd,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,BLQ,460,Unf,0,414,874,TA,FuseA,874,650,1524,0,1,1,3,TA,7,0,,Attchd,1958.0,Unf,1,315,TA,Y,0,0,0,0,GdWo,7,2007,WD,Normal,144000
1270,1271,40,RL,,23595,Reg,Low,Inside,ClearCr,Norm,1Fam,1Story,7,6,1979,1979,Shed,Plywood,Plywood,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1258,Unf,0,74,1332,TA,SBrkr,1332,192,1524,2,0,1,0,Gd,4,1,TA,Attchd,1979.0,Fin,2,586,TA,Y,268,0,0,0,,4,2010,WD,Normal,260000
1271,1272,20,RL,,9156,IR1,Lvl,Inside,NWAmes,PosN,1Fam,1Story,6,7,1968,1968,Hip,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1489,1489,Gd,SBrkr,1489,0,1489,0,2,0,3,Gd,7,1,Gd,Attchd,1968.0,RFn,2,462,TA,Y,0,0,0,0,,8,2009,WD,Normal,185750
1272,1273,20,RL,,13526,IR1,Lvl,CulDSac,Sawyer,Norm,1Fam,1Story,5,6,1965,1965,Hip,HdBoard,Plywood,BrkFace,114.0,TA,TA,CBlock,TA,TA,No,BLQ,560,LwQ,375,0,935,TA,SBrkr,935,0,935,1,1,0,3,TA,5,0,,Attchd,1965.0,Unf,1,288,TA,Y,180,0,0,0,MnPrv,11,2006,WD,Normal,137000
1273,1274,80,RL,124.0,11512,IR1,Lvl,Corner,Edwards,Norm,1Fam,SLvl,6,7,1959,2006,Gable,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,719,Unf,0,300,1019,Gd,SBrkr,1357,0,1357,1,1,0,2,Ex,5,1,Gd,Basment,1959.0,RFn,1,312,TA,Y,0,0,0,163,GdPrv,5,2008,WD,Normal,177000
1274,1275,50,RL,53.0,5362,Reg,Lvl,Corner,Crawfor,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,661,661,Ex,SBrkr,661,589,1250,0,2,0,3,TA,8,1,Gd,Detchd,1985.0,Unf,2,552,TA,Y,242,0,81,0,,11,2007,WD,Normal,139000
1275,1276,90,RL,95.0,11345,Reg,Lvl,Corner,NAmes,Feedr,Duplex,2Story,5,5,1948,1950,Gable,AsbShng,AsbShng,Stone,567.0,TA,TA,CBlock,TA,TA,No,Rec,220,Unf,0,708,928,Gd,FuseA,928,992,1920,0,2,0,4,TA,10,0,,Detchd,1948.0,Unf,2,400,TA,Y,0,0,0,0,,7,2007,WD,Normal,137000
1276,1277,60,RL,,12936,IR1,Lvl,CulDSac,NWAmes,Norm,1Fam,2Story,6,6,1972,1972,Gable,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,Gd,No,BLQ,593,Unf,0,130,723,TA,SBrkr,735,660,1395,0,1,1,3,TA,6,1,TA,Attchd,1972.0,Unf,2,497,TA,Y,294,116,0,0,,12,2009,WD,Normal,162000
1277,1278,80,RL,,17871,IR1,Lvl,CulDSac,NWAmes,Norm,1Fam,SLvl,6,5,1967,1976,Gable,HdBoard,HdBoard,BrkFace,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,528,Unf,0,1152,1680,Fa,SBrkr,1724,0,1724,1,1,1,3,TA,7,1,Gd,Attchd,1967.0,RFn,2,480,TA,Y,0,0,0,0,,6,2009,WD,Normal,197900
1278,1279,60,RL,75.0,9473,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,5,2002,2002,Gable,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,GLQ,804,Unf,0,324,1128,Ex,SBrkr,1128,903,2031,1,2,1,3,Gd,7,1,Gd,Attchd,2002.0,RFn,2,577,TA,Y,0,211,0,0,,3,2008,WD,Normal,237000
1279,1280,50,C (all),60.0,7500,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,698,698,TA,FuseA,698,430,1128,0,1,0,2,TA,6,0,,Detchd,1980.0,RFn,2,528,TA,Y,30,0,164,0,,4,2010,COD,Abnorml,68400
1280,1281,20,RL,67.0,9808,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,788,Unf,0,785,1573,Ex,SBrkr,1573,0,1573,1,2,0,3,Gd,6,0,,Attchd,2002.0,RFn,2,544,TA,Y,0,72,0,0,,3,2009,WD,Normal,227000
1281,1282,20,RL,50.0,8049,IR1,Lvl,CulDSac,Timber,Norm,1Fam,1Story,7,5,1990,1990,Hip,HdBoard,HdBoard,BrkFace,54.0,TA,TA,CBlock,Gd,TA,No,ALQ,1053,Unf,0,256,1309,TA,SBrkr,1339,0,1339,1,2,0,2,TA,6,1,TA,Attchd,1990.0,Fin,2,484,Gd,Y,0,58,0,90,,7,2006,WD,Normal,180000
1282,1283,20,RL,61.0,8800,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5,7,1977,2008,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532,Rec,144,364,1040,TA,SBrkr,1040,0,1040,0,2,0,3,Gd,5,0,,Detchd,1977.0,Unf,2,484,TA,Y,0,0,0,288,,9,2009,WD,Normal,150500
1283,1284,90,RL,94.0,9400,Reg,Low,Corner,Mitchel,Norm,Duplex,2Story,6,5,1971,1971,Mansard,MetalSd,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,912,912,TA,SBrkr,912,912,1824,0,2,2,4,TA,8,0,,,,,0,0,,Y,128,0,0,0,,4,2010,WD,Normal,139000
1284,1285,50,RL,50.0,9638,Reg,Lvl,Inside,SWISU,Feedr,1Fam,1.5Fin,6,7,1919,1990,Gable,Wd Sdng,Wd Shng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,804,804,Ex,SBrkr,1699,748,2447,0,2,0,4,Gd,10,1,Gd,Detchd,1969.0,Unf,1,336,TA,Y,272,0,42,116,,3,2010,WD,Normal,169000
1285,1286,50,RM,50.0,6000,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,0,780,780,Ex,FuseF,825,587,1412,0,1,0,4,TA,6,1,Gd,Detchd,1939.0,Unf,1,280,TA,Y,45,0,0,0,,5,2009,WD,Normal,132500
1286,1287,20,RL,,9790,Reg,Lvl,Inside,NWAmes,Feedr,1Fam,1Story,6,5,1963,1963,Hip,HdBoard,HdBoard,BrkFace,451.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Rec,81,678,1328,TA,SBrkr,1328,0,1328,1,1,1,3,TA,6,2,Gd,Attchd,1963.0,Unf,2,528,TA,Y,0,26,0,0,,6,2010,WD,Normal,143000
1287,1288,20,RL,,36500,IR1,Low,Inside,ClearCr,Norm,1Fam,1Story,5,5,1964,1964,Gable,Wd Sdng,Wd Sdng,BrkCmn,621.0,TA,Gd,CBlock,TA,TA,Av,Rec,812,Unf,0,812,1624,Fa,SBrkr,1582,0,1582,0,2,0,4,TA,7,0,,Attchd,1964.0,Unf,2,390,TA,N,168,198,0,0,,6,2006,WD,Normal,190000
1288,1289,120,RL,40.0,5664,IR1,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1158,Unf,0,343,1501,Ex,SBrkr,1659,0,1659,1,2,0,2,Ex,5,1,Ex,Attchd,2000.0,Fin,2,499,TA,Y,212,59,0,0,,10,2009,WD,Normal,278000
1289,1290,60,RL,86.0,11065,IR1,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,788.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1085,1085,Ex,SBrkr,1120,850,1970,0,2,1,3,Ex,8,1,Gd,BuiltIn,2006.0,Fin,3,753,TA,Y,177,74,0,0,,10,2006,New,Partial,281000
1290,1291,80,RL,,14112,IR1,Lvl,Corner,NAmes,Norm,1Fam,SLvl,5,7,1964,1964,Hip,Wd Sdng,HdBoard,BrkFace,86.0,TA,TA,PConc,TA,TA,Av,GLQ,1014,Unf,0,138,1152,TA,SBrkr,1152,0,1152,1,1,0,3,TA,6,1,Gd,Attchd,1964.0,RFn,2,484,TA,Y,227,0,0,0,,4,2010,WD,Normal,180500
1291,1292,160,RM,21.0,1680,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CemntBd,CmentBd,BrkFace,268.0,TA,TA,CBlock,TA,TA,No,ALQ,231,Unf,0,399,630,TA,SBrkr,630,672,1302,0,2,1,3,TA,6,0,,Detchd,1972.0,Unf,1,264,TA,Y,185,0,0,0,,2,2009,WD,Normal,119500
1292,1293,70,RM,60.0,6600,Reg,Lvl,Corner,OldTown,Norm,1Fam,2Story,5,4,1892,1965,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Stone,TA,TA,No,Unf,0,Unf,0,994,994,TA,SBrkr,1378,994,2372,0,2,0,4,TA,11,0,,Attchd,1985.0,RFn,1,432,TA,Y,0,287,0,0,,12,2009,WD,Normal,107500
1293,1294,60,RL,78.0,10140,Reg,Lvl,Inside,NWAmes,Norm,1Fam,2Story,7,5,1976,1976,Gable,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,194,Unf,0,638,832,TA,SBrkr,832,832,1664,0,2,1,4,TA,8,1,TA,Attchd,1976.0,RFn,2,528,TA,Y,0,28,0,259,GdWo,3,2006,WD,Normal,162900
1294,1295,20,RL,60.0,8172,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,7,1955,1990,Hip,WdShing,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,167,Unf,0,697,864,TA,SBrkr,864,0,864,1,1,0,2,TA,5,0,,Detchd,1957.0,Unf,2,572,TA,N,0,0,0,0,,4,2006,WD,Normal,115000
1295,1296,20,RL,70.0,8400,Reg,Lvl,Inside,NAmes,Feedr,1Fam,1Story,5,5,1968,1968,Hip,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,Av,BLQ,1016,Unf,0,36,1052,Gd,SBrkr,1052,0,1052,1,1,1,3,TA,5,0,,Attchd,1968.0,RFn,1,288,TA,Y,356,0,0,0,GdWo,11,2006,WD,Normal,138500
1296,1297,20,RL,80.0,8700,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,6,1963,1963,Hip,MetalSd,MetalSd,BrkFace,148.0,TA,Gd,CBlock,TA,TA,Mn,ALQ,776,Unf,0,344,1120,Gd,SBrkr,1128,0,1128,1,2,0,3,TA,6,0,,Attchd,1963.0,RFn,2,525,TA,Y,192,20,123,0,MnPrv,12,2008,WD,Normal,155000
1297,1298,180,RM,35.0,3675,Reg,Lvl,Inside,Edwards,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,82.0,TA,TA,PConc,Gd,TA,Gd,GLQ,547,Unf,0,0,547,Gd,SBrkr,1072,0,1072,1,2,0,2,TA,5,0,,Basment,2005.0,Fin,2,525,TA,Y,0,44,0,0,,6,2006,New,Partial,140000
1298,1299,60,RL,313.0,63887,IR3,Bnk,Corner,Edwards,Feedr,1Fam,2Story,10,5,2008,2008,Hip,Stucco,Stucco,Stone,796.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,5644,Unf,0,466,6110,Ex,SBrkr,4692,950,5642,2,2,1,3,Ex,12,3,Gd,Attchd,2008.0,Fin,2,1418,TA,Y,214,292,0,0,,1,2008,New,Partial,160000
1299,1300,20,RL,75.0,7500,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,7,1959,1994,Hip,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,340,Rec,906,0,1246,Ex,SBrkr,1246,0,1246,1,1,1,3,Gd,6,0,,Attchd,1959.0,RFn,1,305,TA,Y,218,0,0,0,GdPrv,5,2010,WD,Normal,154000
1300,1301,60,RL,,10762,IR1,Lvl,CulDSac,Gilbert,Norm,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,None,344.0,Gd,TA,PConc,Gd,TA,No,GLQ,694,Unf,0,284,978,Ex,SBrkr,1005,978,1983,0,2,1,3,Gd,9,1,TA,Attchd,1999.0,Fin,2,490,TA,Y,0,0,0,0,,5,2009,WD,Normal,225000
1301,1302,70,RL,,7500,IR1,Bnk,Inside,Crawfor,Norm,1Fam,2Story,6,7,1942,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,547,Unf,0,224,771,Fa,SBrkr,753,741,1494,0,1,0,3,Gd,7,2,Gd,Attchd,1942.0,Unf,1,213,TA,P,0,0,0,224,,11,2009,WD,Normal,177500
1302,1303,60,RL,92.0,10120,Reg,Lvl,Inside,NoRidge,Norm,1Fam,2Story,8,5,1994,1994,Hip,VinylSd,VinylSd,BrkFace,391.0,Gd,TA,PConc,Gd,TA,No,GLQ,740,Unf,0,425,1165,Ex,SBrkr,1203,1323,2526,1,2,1,4,Gd,8,1,TA,Attchd,1994.0,RFn,3,844,TA,Y,309,78,0,0,,12,2006,WD,Normal,290000
1303,1304,20,RL,73.0,8688,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,228.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1616,1616,Ex,SBrkr,1616,0,1616,0,2,0,3,Gd,7,0,,Attchd,2005.0,RFn,3,834,TA,Y,208,59,0,0,,4,2006,WD,Normal,232000
1304,1305,160,RM,32.0,3363,Reg,Lvl,Inside,Edwards,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,117.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,976,976,Ex,SBrkr,976,732,1708,0,2,0,3,Gd,7,0,,Detchd,2004.0,Unf,2,380,TA,Y,0,40,0,0,,4,2006,WD,Normal,130000
1305,1306,20,RL,108.0,13173,IR1,Lvl,Corner,NridgHt,Norm,1Fam,1Story,9,5,2006,2007,Hip,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1572,Unf,0,80,1652,Ex,SBrkr,1652,0,1652,1,2,0,2,Ex,6,2,Ex,Attchd,2006.0,Fin,2,840,TA,Y,404,102,0,0,,11,2009,WD,Normal,325000
1306,1307,120,RL,48.0,6955,IR1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1368,1368,Ex,SBrkr,1368,0,1368,0,2,0,2,Gd,6,1,Gd,Attchd,2005.0,RFn,2,474,TA,Y,132,35,0,0,,9,2006,New,Partial,202500
1307,1308,20,RL,60.0,8072,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5,5,1994,1995,Gable,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,Gd,No,ALQ,746,Unf,0,244,990,Ex,SBrkr,990,0,990,1,1,0,3,TA,5,0,,Detchd,2000.0,Unf,2,480,TA,Y,0,64,0,0,,5,2009,WD,Normal,138000
1308,1309,20,RM,100.0,12000,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,5,7,1948,2005,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,144,ALQ,608,172,924,Ex,SBrkr,1122,0,1122,1,1,0,2,Gd,6,0,,Attchd,1948.0,Unf,2,528,TA,Y,0,36,0,0,GdWo,5,2008,WD,Normal,147000
1309,1310,20,RL,,7153,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,6,5,1991,1991,Gable,HdBoard,HdBoard,BrkFace,88.0,TA,TA,CBlock,Gd,TA,No,GLQ,1200,Unf,0,78,1278,Gd,SBrkr,1294,0,1294,1,2,0,3,Gd,6,0,,Attchd,1991.0,RFn,2,496,TA,Y,112,51,0,0,GdWo,6,2008,WD,Normal,179200
1310,1311,20,RL,100.0,17500,Reg,Lvl,Inside,Crawfor,PosA,1Fam,1Story,7,8,1959,2002,Gable,BrkFace,HdBoard,None,0.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,1406,Unf,0,496,1902,TA,SBrkr,1902,0,1902,1,2,0,3,Ex,7,2,TA,Attchd,1959.0,Fin,2,567,TA,Y,0,207,162,0,,5,2010,WD,Normal,335000
1311,1312,20,RL,68.0,8814,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,5,2005,2007,Gable,VinylSd,VinylSd,BrkFace,80.0,Gd,TA,PConc,Gd,TA,No,GLQ,925,Unf,0,349,1274,Ex,SBrkr,1274,0,1274,1,2,0,3,Gd,6,0,,Attchd,2005.0,RFn,2,508,TA,Y,264,98,0,0,,1,2007,New,Partial,203000
1312,1313,60,RL,,9572,IR1,Lvl,Inside,NoRidge,Norm,1Fam,2Story,8,5,1990,1990,Gable,Wd Sdng,Wd Sdng,BrkFace,336.0,Gd,TA,PConc,Ex,TA,No,GLQ,482,Unf,0,971,1453,Ex,SBrkr,1453,1357,2810,0,2,1,4,Gd,9,1,Ex,Attchd,1990.0,RFn,2,750,Gd,Y,500,0,0,0,,6,2007,WD,Normal,302000
1313,1314,60,RL,108.0,14774,IR1,Lvl,Corner,NoRidge,Norm,1Fam,2Story,9,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,165.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1393,1393,Ex,SBrkr,1422,1177,2599,0,2,1,4,Gd,10,1,TA,BuiltIn,1999.0,Fin,3,779,TA,Y,668,30,0,0,,5,2010,WD,Normal,333168
1314,1315,20,RL,60.0,8190,Reg,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,6,1954,1954,Hip,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,732,Unf,0,216,948,Ex,SBrkr,948,0,948,1,1,0,3,TA,5,1,TA,Detchd,1956.0,Unf,1,280,TA,Y,0,36,0,0,,10,2007,WD,Normal,119000
1315,1316,60,RL,85.0,11075,Reg,Lvl,Inside,NAmes,Norm,1Fam,2Story,6,5,1969,1969,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,Mn,ALQ,500,LwQ,276,176,952,TA,SBrkr,1092,1020,2112,0,2,1,4,TA,9,2,Gd,Attchd,1969.0,Unf,2,576,TA,Y,280,0,0,0,,6,2008,WD,Normal,206900
1316,1317,20,RL,61.0,10226,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,Stone,270.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1622,1622,Ex,SBrkr,1630,0,1630,1,2,0,3,Ex,8,1,Gd,Attchd,2008.0,RFn,3,860,TA,Y,172,42,0,0,,1,2009,WD,Normal,295493
1317,1318,120,FV,47.0,4230,Reg,Lvl,Corner,Somerst,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1352,1352,Ex,SBrkr,1352,0,1352,0,2,0,2,Gd,5,1,Gd,Attchd,2006.0,RFn,2,466,TA,Y,0,241,0,0,,4,2007,New,Partial,208900
1318,1319,20,RL,,14781,IR2,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,8,5,2001,2002,Hip,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,1753,1753,Ex,SBrkr,1787,0,1787,0,2,0,3,Gd,7,1,TA,Attchd,2001.0,RFn,3,748,TA,Y,198,150,0,0,,8,2006,WD,Normal,275000
